,res_unit,com_unit,tot_unit,land_sqft,tot_sqft,price,age_when_sold,neighb_category
1811,2,0,2,2500,3720,315000,85,1.0
1812,2,0,2,1788,2560,388000,85,1.0
1813,2,0,2,1955,2560,460100,80,1.0
1814,2,0,2,2179,2560,385000,85,1.0
1815,2,0,2,2500,2680,537000,80,1.0
1816,2,0,2,2000,1400,212850,85,1.0
1817,2,0,2,2000,1392,248000,96,1.0
1818,2,0,2,2000,1392,470000,95,1.0
1819,2,0,2,2200,2480,198000,95,1.0
1820,2,0,2,2500,3600,530000,95,1.0
1821,2,0,2,2442,2296,400000,95,1.0
1822,2,0,2,2488,2680,470000,80,1.0
1823,2,0,2,2000,1760,442000,50,1.0
1824,2,0,2,2000,1760,220000,50,1.0
1825,2,0,2,2500,3300,500000,90,1.0
1826,2,0,2,2500,1773,410000,105,1.0
1827,2,0,2,2840,2480,35000,50,1.0
1828,3,0,3,1975,2745,515000,40,1.0
1829,3,0,3,1975,2745,366000,40,1.0
1830,3,0,3,1967,2745,460000,40,1.0
1831,3,0,3,1933,2301,545000,50,1.0
1832,3,0,3,1933,2301,250000,50,1.0
1833,3,0,3,2500,3060,425000,9,1.0
1834,3,0,3,2000,2800,200000,45,1.0
1835,3,0,3,2362,1968,543000,8,1.0
1836,3,0,3,3000,2440,448000,45,1.0
1837,3,0,3,2000,2200,545900,55,1.0
1838,3,0,3,3242,2140,450000,55,1.0
1839,3,0,3,2900,2450,315000,60,1.0
1840,3,0,3,2500,3550,500000,95,1.0
1841,3,0,3,2500,3550,235000,95,1.0
1842,3,0,3,2500,3350,540000,96,1.0
1843,3,0,3,1760,2900,243000,45,1.0
1844,3,0,3,2905,3000,430000,45,1.0
1845,3,0,3,2000,3300,545000,9,1.0
1846,3,0,3,2000,2970,520000,55,1.0
1847,3,0,3,2000,2970,470000,55,1.0
1848,3,0,3,1567,3054,530000,10,1.0
1849,3,0,3,2500,3800,609000,100,1.0
1850,3,0,3,2500,3800,380250,100,1.0
1851,3,0,3,2500,3975,354000,86,1.0
1852,3,0,3,2000,1920,505000,55,1.0
1853,3,0,3,2000,1920,195000,55,1.0
1854,3,0,3,2000,2435,390000,85,1.0
1855,3,0,3,2000,2400,392000,85,1.0
1856,3,0,3,2220,2772,600000,17,1.0
1857,3,0,3,2500,2040,505000,10,1.0
1858,3,0,3,2500,3270,382725,95,1.0
1859,3,0,3,2500,3438,555000,90,1.0
1860,3,0,3,5000,2992,580000,100,1.0
1861,3,0,3,2500,3100,504000,95,1.0
1862,3,0,3,2442,2296,465000,95,1.0
1863,3,0,3,2500,3630,479622,80,1.0
1864,3,0,3,3875,3360,535000,85,1.0
1865,3,0,3,3000,3685,530000,85,1.0
1866,3,0,3,2500,3520,505000,90,1.0
1867,3,0,3,2442,3628,484000,95,1.0
1868,5,0,5,3025,2400,500000,96,1.0
1869,4,0,4,2000,3000,460000,45,1.0
1870,4,0,4,2900,2820,450000,40,1.0
1871,4,0,4,2500,3788,365000,96,1.0
1872,4,0,4,2500,3362,475000,88,1.0
1873,4,0,4,2500,3280,499000,89,1.0
1874,4,0,4,2450,3280,497000,87,1.0
1875,4,0,4,2500,3301,357405,90,1.0
1876,4,0,4,2500,3301,438000,89,1.0
1877,4,0,4,2500,3280,500000,89,1.0
1878,4,0,4,2708,3717,545000,91,1.0
1879,4,0,4,2567,3564,560000,88,1.0
1880,4,0,4,3000,3200,620000,90,1.0
1881,4,0,4,3000,3200,350000,90,1.0
1882,4,0,4,3000,3200,495000,90,1.0
1883,4,0,4,2500,3321,380000,88,1.0
1884,5,0,5,2500,3240,555000,89,1.0
1885,4,0,4,2500,3280,565000,88,1.0
1886,5,0,5,2500,3321,395000,88,1.0
1887,4,0,4,2500,3321,135000,89,1.0
1888,4,0,4,3002,3564,25000,88,1.0
1889,4,0,4,2500,3630,365000,85,1.0
1890,4,0,4,3682,2948,30000,85,1.0
1891,4,0,4,2047,2830,498200,87,1.0
1892,4,0,4,2800,3520,330000,88,1.0
1893,2,1,3,1925,3639,470000,80,1.0
1894,0,1,1,4495,2727,312000,84,1.0
1895,0,2,2,14100,1800,1856011,23,1.0
1896,0,1,1,15533,1431,1171908,21,1.0
1897,1,0,1,5000,1718,495000,95,1.0
1898,1,0,1,3000,1694,375000,85,1.0
1899,1,0,1,2500,1662,345200,85,1.0
1900,1,0,1,7280,1542,450000,85,1.0
1901,1,0,1,5600,2100,495000,96,1.0
1902,1,0,1,2025,1713,420000,55,1.0
1903,1,0,1,1969,1619,360000,55,1.0
1904,1,0,1,2800,1496,447900,65,1.0
1905,1,0,1,2150,938,385000,70,1.0
1906,1,0,1,2323,1620,489999,56,1.0
1907,1,0,1,2323,1620,302000,55,1.0
1908,1,0,1,2000,960,250000,65,1.0
1909,1,0,1,1770,1683,364000,65,1.0
1910,1,0,1,2248,960,399125,65,1.0
1911,1,0,1,2520,960,235000,50,1.0
1912,57,0,57,163800,860,102000,85,1.0
1913,1,0,1,2231,1224,395000,55,1.0
1914,1,0,1,2618,1224,387500,75,1.0
1915,1,0,1,2231,1224,451500,55,1.0
1916,1,0,1,2421,1224,220000,55,1.0
1917,1,0,1,2038,1224,399000,55,1.0
1918,1,0,1,1638,1687,438000,55,1.0
1919,1,0,1,2500,1170,325000,90,1.0
1920,1,0,1,3525,1224,112500,56,1.0
1921,1,0,1,1800,1798,340000,55,1.0
1922,1,0,1,1800,1798,381520,55,1.0
1923,1,0,1,1800,1798,118800,55,1.0
1924,1,0,1,3039,1944,329000,55,1.0
1925,1,0,1,1898,1782,378000,50,1.0
1926,1,0,1,4460,1900,305000,80,1.0
1927,1,0,1,3000,1741,345000,86,1.0
1928,1,0,1,2900,1332,385000,55,1.0
1929,1,0,1,2418,1332,395000,55,1.0
1930,1,0,1,4000,1750,420000,65,1.0
1931,1,0,1,2500,1548,425000,100,1.0
1932,1,0,1,5250,1530,575000,85,1.0
1933,1,0,1,3700,1820,300000,65,1.0
1934,1,0,1,4000,1820,402000,65,1.0
1935,1,0,1,2583,1332,365000,60,1.0
1936,1,0,1,1650,720,379381,90,1.0
1937,1,0,1,10940,635,350000,60,1.0
1938,1,0,1,1085,558,20000,100,1.0
1939,1,0,1,2500,1920,410000,95,1.0
1940,1,0,1,2500,1224,360000,85,1.0
1941,1,0,1,2500,1520,389000,100,1.0
1942,1,0,1,3742,2399,460000,80,1.0
1943,1,0,1,5000,640,260000,60,1.0
1944,1,0,1,3300,960,425000,65,1.0
1945,1,0,1,3325,1908,400000,65,1.0
1946,1,0,1,2500,1110,440000,60,1.0
1947,1,0,1,2200,2800,485000,59,1.0
1948,1,0,1,3125,2008,150000,85,1.0
1949,1,0,1,2140,2040,395000,70,1.0
1950,1,0,1,3667,1426,430000,85,1.0
1951,1,0,1,1800,2068,375000,55,1.0
1952,1,0,1,2500,1804,429000,60,1.0
1953,1,0,1,2450,1188,469000,55,1.0
1954,1,0,1,2653,1456,275000,95,1.0
1955,1,0,1,2477,1258,439000,50,1.0
1956,1,0,1,4602,910,355000,65,1.0
1957,1,0,1,2500,1021,290000,90,1.0
1958,1,0,1,1800,1541,300000,60,1.0
1959,1,0,1,2300,1995,430000,65,1.0
1960,1,0,1,2069,1589,379000,60,1.0
1961,1,0,1,2069,1589,560021,60,1.0
1962,1,0,1,3041,1728,470000,60,1.0
1963,1,0,1,1800,1584,383000,60,1.0
1964,1,0,1,2500,2100,460000,85,1.0
1965,1,0,1,2500,2100,410000,85,1.0
1966,1,0,1,1800,1584,345000,60,1.0
1967,1,0,1,3000,1728,418700,60,1.0
1968,1,0,1,2700,1992,365000,55,1.0
1969,1,0,1,1800,1584,370000,60,1.0
1970,1,0,1,2125,2100,368000,91,1.0
1971,1,0,1,2500,3068,340000,75,1.0
1972,1,0,1,2208,1296,445000,65,1.0
1973,1,0,1,2500,1080,430000,60,1.0
1974,1,0,1,1800,1836,425000,55,1.0
1975,1,0,1,2500,1938,420000,45,1.0
1976,1,0,1,1800,1539,350000,55,1.0
1977,1,0,1,2150,2178,265000,55,1.0
1978,1,0,1,2500,1064,238290,85,1.0
1979,1,0,1,1800,1813,408500,55,1.0
1980,1,0,1,1658,1620,370800,50,1.0
1981,1,0,1,1658,1620,385000,50,1.0
1982,1,0,1,2500,1800,369000,75,1.0
1983,1,0,1,1823,1499,322500,75,1.0
1984,2,0,2,4191,2084,478000,95,1.0
1985,2,0,2,2500,1168,410000,95,1.0
1986,2,0,2,2500,1556,414242,92,1.0
1987,2,0,2,2726,1786,375000,85,1.0
1988,2,0,2,2500,1904,357000,85,1.0
1989,2,0,2,2300,1840,225000,55,1.0
1990,2,0,2,3000,3076,625000,11,1.0
1991,2,0,2,2100,3028,680000,11,1.0
1992,2,0,2,3248,2570,520500,55,1.0
1993,2,0,2,4650,1322,400000,80,1.0
1994,2,0,2,3300,3419,625000,55,1.0
1995,2,0,2,2301,2340,464400,86,1.0
1996,2,0,2,2692,1600,475000,90,1.0
1997,2,0,2,2700,1912,370000,60,1.0
1998,2,0,2,3450,1912,487000,60,1.0
1999,2,0,2,2638,1600,255900,85,1.0
2000,2,0,2,3075,1600,80000,90,1.0
2001,2,0,2,2460,1600,490000,90,1.0
2002,2,0,2,2358,1600,490000,90,1.0
2003,2,0,2,3248,2970,605000,50,1.0
2004,2,0,2,1937,1800,487000,55,1.0
2005,2,0,2,2500,1375,350800,80,1.0
2006,2,0,2,1800,1728,475000,65,1.0
2007,2,0,2,2713,2160,1425000,65,1.0
2008,2,0,2,2713,2160,1425000,65,1.0
2009,2,0,2,2500,1536,395000,65,1.0
2010,2,0,2,8560,3388,995000,12,1.0
2011,2,0,2,2673,2592,550000,45,1.0
2012,2,0,2,5000,1902,375000,85,1.0
2013,2,0,2,2500,1494,455000,80,1.0
2014,2,0,2,2400,2215,512000,75,1.0
2015,2,0,2,3400,3102,552000,55,1.0
2016,2,0,2,2500,2078,605000,11,1.0
2017,2,0,2,2950,2020,307242,70,1.0
2018,2,0,2,2442,1600,430000,105,1.0
2019,2,0,2,2442,1636,475500,105,1.0
2020,2,0,2,2900,2950,570000,55,1.0
2021,2,0,2,2200,1641,345000,65,1.0
2022,2,0,2,2500,1600,490000,80,1.0
2023,2,0,2,2500,2039,490000,65,1.0
2024,2,0,2,2000,1487,404000,61,1.0
2025,2,0,2,2000,1498,365000,70,1.0
2026,2,0,2,2500,1600,580500,90,1.0
2027,2,0,2,2617,2160,80000,80,1.0
2028,2,0,2,5088,1700,277000,90,1.0
2029,2,0,2,1900,2282,495000,11,1.0
2030,2,0,2,2300,2392,442000,15,1.0
2031,2,0,2,2200,2288,640000,15,1.0
2032,2,0,2,2200,2288,380000,15,1.0
2033,2,0,2,2200,2288,480000,15,1.0
2034,2,0,2,3521,1584,193000,60,1.0
2035,2,0,2,2442,1600,507150,90,1.0
2036,2,0,2,2700,2838,420000,65,1.0
2037,2,0,2,2342,2700,270000,65,1.0
2038,2,0,2,1800,1998,400000,60,1.0
2039,2,0,2,3150,1998,450000,60,1.0
2040,2,0,2,2500,2214,245000,85,1.0
2041,2,0,2,2850,2002,411600,9,1.0
2042,2,0,2,2000,2914,580000,18,1.0
2043,2,0,2,2300,2875,603000,16,1.0
2044,2,0,2,2300,2875,640000,17,1.0
2045,2,0,2,2217,2640,315000,50,1.0
2046,2,0,2,2100,1836,455000,55,1.0
2047,2,0,2,2100,1836,462000,55,1.0
2048,2,0,2,2500,2489,420000,85,1.0
2049,3,0,3,4375,1566,499000,100,1.0
2050,3,0,3,3096,2898,400000,86,1.0
2051,3,0,3,5000,3537,600000,29,1.0
2052,3,0,3,3656,2914,215000,55,1.0
2053,3,0,3,3400,2754,640000,10,1.0
2054,3,0,3,2900,3276,569000,11,1.0
2055,3,0,3,3579,2320,465000,105,1.0
2056,3,0,3,2508,2400,527000,85,1.0
2057,1,1,2,1875,3370,600000,90,1.0
2058,0,3,3,4317,3800,875000,90,1.0
2059,0,2,2,1755,1735,300000,90,1.0
2060,0,2,2,2516,2400,550000,90,1.0
2061,1,0,1,2529,1372,389000,105,1.0
2062,1,0,1,2061,1890,295000,65,1.0
2063,1,0,1,2872,1760,264000,114,1.0
2064,1,0,1,1785,1728,324450,65,1.0
2065,1,0,1,1844,1116,360000,60,1.0
2066,1,0,1,2310,1328,316683,85,1.0
2067,1,0,1,2126,1400,140000,85,1.0
2068,1,0,1,1942,1852,280500,85,1.0
2069,1,0,1,1800,1188,350000,55,1.0
2070,1,0,1,2500,1346,378000,85,1.0
2071,1,0,1,2379,1184,342000,95,1.0
2072,1,0,1,2000,1683,372000,65,1.0
2073,1,0,1,2375,1402,318000,96,1.0
2074,1,0,1,2700,1976,220000,9,1.0
2075,1,0,1,2046,1515,380000,65,1.0
2076,1,0,1,1958,690,210000,65,1.0
2077,1,0,1,3555,1382,425000,65,1.0
2078,1,0,1,3555,1382,250000,65,1.0
2079,1,0,1,1793,1252,450000,75,1.0
2080,1,0,1,2375,1332,315000,90,1.0
2081,1,0,1,1936,1998,469000,55,1.0
2082,1,0,1,2375,1312,18253,90,1.0
2083,1,0,1,2028,968,135000,85,1.0
2084,1,0,1,2435,1318,370000,90,1.0
2085,1,0,1,2435,1280,200990,75,1.0
2086,1,0,1,2435,1264,340000,90,1.0
2087,1,0,1,2500,1828,373000,90,1.0
2088,1,0,1,2700,1241,395000,90,1.0
2089,1,0,1,2435,1952,400000,91,1.0
2090,1,0,1,2435,1264,260000,90,1.0
2091,1,0,1,2923,1600,424000,80,1.0
2092,1,0,1,1750,1152,200000,75,1.0
2093,1,0,1,4875,1960,350000,105,1.0
2094,1,0,1,5000,1562,400000,95,1.0
2095,1,0,1,2525,1224,350000,46,1.0
2096,1,0,1,1431,1224,327800,55,1.0
2097,1,0,1,2889,1700,375000,111,1.0
2098,1,0,1,2123,960,262886,90,1.0
2099,1,0,1,3930,1200,406300,70,1.0
2100,1,0,1,3464,1224,340000,105,1.0
2101,1,0,1,2266,1293,352000,85,1.0
2102,1,0,1,2375,665,210344,105,1.0
2103,1,0,1,4726,2184,400000,85,1.0
2104,2,0,2,2860,1552,260000,105,1.0
2105,2,0,2,2863,2324,212000,100,1.0
2106,2,0,2,3013,1054,432500,115,1.0
2107,2,0,2,1800,2700,491790,8,1.0
2108,2,0,2,2683,1612,450000,75,1.0
2109,2,0,2,2581,2416,30000,85,1.0
2110,2,0,2,4384,2911,470000,66,1.0
2111,2,0,2,2356,1674,304200,61,1.0
2112,2,0,2,3218,2000,330000,85,1.0
2113,2,0,2,1810,1400,174915,85,1.0
2114,2,0,2,2090,1890,407000,50,1.0
2115,2,0,2,2557,1606,457600,60,1.0
2116,2,0,2,2557,1540,385000,60,1.0
2117,2,0,2,2557,1606,285000,60,1.0
2118,2,0,2,2375,1690,246000,60,1.0
2119,2,0,2,4713,3080,400000,95,1.0
2120,2,0,2,2660,1801,465000,70,1.0
2121,2,0,2,2375,2200,520000,55,1.0
2122,2,0,2,2370,1962,555000,8,1.0
2123,2,0,2,2500,1750,371000,65,1.0
2124,2,0,2,2153,3186,550000,90,1.0
2125,2,0,2,1926,1863,260000,55,1.0
2126,2,0,2,2500,2000,550000,55,1.0
2127,2,0,2,2500,2000,325000,55,1.0
2128,2,0,2,2958,2184,405000,65,1.0
2129,2,0,2,4117,2080,580000,65,1.0
2130,2,0,2,1892,1890,464000,56,1.0
2131,2,0,2,4750,2688,466400,95,1.0
2132,2,0,2,2568,2238,425000,91,1.0
2133,2,0,2,1800,2860,490000,55,1.0
2134,2,0,2,2281,1996,278000,90,1.0
2135,2,0,2,2435,1504,397280,91,1.0
2136,2,0,2,2375,1998,413400,90,1.0
2137,2,0,2,1754,1152,285000,80,1.0
2138,2,0,2,2317,1908,275000,90,1.0
2139,2,0,2,2317,2430,415000,95,1.0
2140,2,0,2,1738,2125,455000,50,1.0
2141,2,0,2,1710,1843,286500,50,1.0
2142,2,0,2,1790,1152,510000,87,1.0
2143,2,0,2,1790,1152,285000,87,1.0
2144,2,0,2,1870,2068,455000,75,1.0
2145,2,0,2,2286,1710,500000,10,1.0
2146,2,0,2,2435,1836,340000,75,1.0
2147,2,0,2,2092,3294,169000,95,1.0
2148,2,0,2,2500,2490,375000,114,1.0
2149,2,0,2,2431,2048,360000,114,1.0
2150,2,0,2,1656,1636,170000,75,1.0
2151,2,0,2,2000,2800,520000,55,1.0
2152,2,0,2,2000,2800,300000,55,1.0
2153,2,0,2,2375,2375,450500,95,1.0
2154,2,0,2,4994,1936,160000,105,1.0
2155,2,0,2,1350,1737,358000,55,1.0
2156,2,0,2,1416,2607,157000,114,1.0
2157,2,0,2,2188,2700,560000,85,1.0
2158,2,0,2,3555,2024,450000,85,1.0
2159,2,0,2,2060,2106,575000,9,1.0
2160,2,0,2,2060,2106,180000,9,1.0
2161,2,0,2,4908,1546,419000,90,1.0
2162,2,0,2,1589,2650,440000,66,1.0
2163,2,0,2,2799,1800,494800,85,1.0
2164,2,0,2,4750,1352,120000,85,1.0
2165,2,0,2,4750,3305,435000,117,1.0
2166,2,0,2,5000,2691,243000,100,1.0
2167,2,0,2,2500,2232,326000,90,1.0
2168,2,0,2,2500,1980,200000,95,1.0
2169,2,0,2,3555,2484,302172,95,1.0
2170,2,0,2,3365,3312,461000,75,1.0
2171,2,0,2,2600,1192,228000,91,1.0
2172,2,0,2,2875,1840,450000,90,1.0
2173,2,0,2,2500,1504,475000,91,1.0
2174,2,0,2,2500,2106,215000,9,1.0
2175,2,0,2,3115,2040,460000,95,1.0
2176,2,0,2,5670,1306,525000,96,1.0
2177,2,0,2,3500,2071,285000,95,1.0
2178,2,0,2,2017,2695,200000,55,1.0
2179,2,0,2,2500,1773,273000,95,1.0
2180,2,0,2,2725,2000,550000,100,1.0
2181,3,0,3,2975,2975,360000,104,1.0
2182,3,0,3,2826,2285,510000,80,1.0
2183,3,0,3,2502,2432,375000,100,1.0
2184,3,0,3,3593,2919,500000,9,1.0
2185,3,0,3,2471,2919,495000,9,1.0
2186,3,0,3,1710,1890,202500,50,1.0
2187,3,0,3,4144,3300,550000,105,1.0
2188,3,0,3,5000,3258,1076560,105,1.0
2189,3,0,3,1251,2754,510000,90,1.0
2190,6,0,6,3782,3552,640000,85,1.0
2191,4,0,4,2500,2322,350000,84,1.0
2192,4,0,4,2500,2322,470000,84,1.0
2193,4,0,4,1935,2280,429000,85,1.0
2194,4,0,4,2628,2310,600000,84,1.0
2195,4,0,4,2500,3460,20000,84,1.0
2196,3,1,4,3200,2916,575000,88,1.0
2197,0,1,1,10279,3962,1250000,17,1.0
2198,0,1,1,7400,3225,460000,44,1.0
2199,0,2,2,3366,2210,410000,86,1.0
2200,1,0,1,1854,1890,383000,65,1.0
2201,1,0,1,1296,1534,382000,45,1.0
2202,1,0,1,2575,1240,172000,114,1.0
2203,1,0,1,2000,1890,200000,65,1.0
2204,1,0,1,2000,1890,263500,65,1.0
2205,1,0,1,1768,1392,405000,95,1.0
2206,1,0,1,2378,1462,335000,85,1.0
2207,1,0,1,1953,1682,390000,90,1.0
2208,1,0,1,1262,750,145000,85,1.0
2209,1,0,1,1776,1944,337888,54,1.0
2210,1,0,1,1612,690,280000,95,1.0
2211,1,0,1,1892,2274,150000,105,1.0
2212,1,0,1,1650,1230,311110,114,1.0
2213,1,0,1,2500,1578,399000,105,1.0
2214,1,0,1,2806,1806,245000,114,1.0
2215,1,0,1,4237,1456,450000,91,1.0
2216,1,0,1,2721,1879,540000,75,1.0
2217,2,0,2,2549,2316,325000,85,1.0
2218,2,0,2,2549,3342,579000,95,1.0
2219,2,0,2,2549,1918,429000,60,1.0
2220,2,0,2,5150,3788,500000,95,1.0
2221,2,0,2,2575,3528,560000,90,1.0
2222,2,0,2,2575,3528,300000,90,1.0
2223,2,0,2,2017,2071,446500,50,1.0
2224,2,0,2,2575,2040,405000,85,1.0
2225,2,0,2,2575,1140,315000,105,1.0
2226,2,0,2,2207,1844,230000,115,1.0
2227,2,0,2,2408,2194,510000,114,1.0
2228,2,0,2,3557,2660,570000,90,1.0
2229,2,0,2,2375,2812,473500,114,1.0
2230,2,0,2,3125,1600,395000,95,1.0
2231,2,0,2,2686,2020,520000,114,1.0
2232,2,0,2,1952,2820,475000,75,1.0
2233,2,0,2,2290,2352,505000,74,1.0
2234,2,0,2,5758,2295,480000,105,1.0
2235,2,0,2,2967,2220,302000,105,1.0
2236,2,0,2,1980,1462,385000,85,1.0
2237,2,0,2,2359,2100,582000,95,1.0
2238,2,1,3,2235,3046,800000,84,1.0
2239,2,0,2,2375,1428,499900,90,1.0
2240,2,0,2,1846,1516,243500,105,1.0
2241,2,0,2,4619,1888,355000,105,1.0
2242,2,0,2,2005,2126,255000,105,1.0
2243,2,0,2,1560,1600,415000,95,1.0
2244,2,0,2,5174,1900,505000,95,1.0
2245,2,0,2,1667,1608,475000,116,1.0
2246,2,0,2,3494,1858,490000,71,1.0
2247,2,0,2,3494,1858,360000,70,1.0
2248,2,0,2,2800,2080,477500,90,1.0
2249,3,0,3,3002,2800,590000,55,1.0
2250,3,0,3,2577,3213,725000,7,1.0
2251,3,0,3,2912,3327,422000,114,1.0
2252,3,0,3,1912,2790,540000,7,1.0
2253,3,0,3,3851,2529,332895,95,1.0
2254,3,0,3,1554,3270,549000,114,1.0
2255,3,0,3,1364,2442,315000,9,1.0
2256,3,0,3,1898,3132,465000,105,1.0
2257,3,0,3,2510,2730,460000,105,1.0
2258,3,0,3,3581,2600,475000,95,1.0
2259,3,0,3,2500,3187,560000,100,1.0
2260,4,0,4,2650,3280,575000,91,1.0
2261,4,0,4,2667,3280,576000,90,1.0
2262,4,0,4,3125,2000,507440,90,1.0
2263,4,0,4,2135,2200,540000,90,1.0
2264,3,2,5,2567,2967,367792,79,1.0
2265,3,1,4,2340,2316,690000,88,1.0
2266,0,1,1,2620,2050,400000,85,1.0
2267,0,1,1,2565,1546,500000,83,1.0
2268,0,3,3,2485,2205,795000,94,1.0
2269,0,1,1,6064,2400,525000,47,1.0
2270,0,1,1,17190,625,180000,76,1.0
2271,0,1,1,3780,3724,600000,90,1.0
2272,0,1,1,11646,1200,1000000,63,1.0
2273,1,0,1,2613,1538,267016,105,1.0
2274,1,0,1,1660,1638,300000,90,1.0
2275,1,0,1,2861,1344,214184,90,1.0
2276,1,0,1,2856,1358,409000,90,1.0
2277,1,0,1,2856,1358,185000,90,1.0
2278,1,1,2,2007,1500,475000,95,1.0
2279,1,0,1,2500,1050,150000,115,1.0
2280,1,1,2,1055,1660,410000,66,1.0
2281,1,1,2,2044,2100,295000,100,1.0
2282,1,0,1,2856,1267,193656,105,1.0
2283,1,0,1,2856,1971,205000,85,1.0
2284,1,0,1,3115,1882,275500,100,1.0
2285,1,0,1,2856,1128,172500,95,1.0
2286,1,0,1,2114,1534,400000,70,1.0
2287,1,0,1,1748,992,354000,55,1.0
2288,1,0,1,1748,992,125000,55,1.0
2289,1,0,1,1748,992,290000,55,1.0
2290,1,0,1,1949,1296,310000,60,1.0
2291,1,0,1,1950,1944,295000,60,1.0
2292,1,0,1,2884,1782,359000,60,1.0
2293,1,0,1,2884,1582,260000,61,1.0
2294,1,0,1,2884,1582,175000,60,1.0
2295,1,0,1,2884,1582,90000,60,1.0
2296,1,0,1,2884,1582,60000,60,1.0
2297,1,0,1,2340,1512,240000,90,1.0
2298,1,0,1,2577,1636,359000,90,1.0
2299,1,0,1,1383,1332,175000,55,1.0
2300,1,0,1,3255,1204,425000,95,1.0
2301,1,0,1,1993,1376,346500,90,1.0
2302,1,0,1,1993,1376,205000,90,1.0
2303,1,0,1,2860,1566,238290,91,1.0
2304,1,0,1,1611,1638,240000,60,1.0
2305,1,1,2,2156,2044,825000,88,1.0
2306,1,0,1,2860,1040,375000,90,1.0
2307,1,0,1,1995,1140,207000,65,1.0
2308,1,0,1,5713,1392,325000,114,1.0
2309,1,0,1,5713,1392,270000,114,1.0
2310,1,0,1,2854,1584,320000,95,1.0
2311,1,0,1,2860,1439,409000,90,1.0
2312,1,0,1,1584,1020,210000,60,1.0
2313,1,0,1,1800,1690,180000,55,1.0
2314,1,1,2,1612,1920,295000,56,1.0
2315,1,0,1,2725,2058,360000,85,1.0
2316,1,0,1,1800,1485,309520,60,1.0
2317,1,0,1,2013,2200,432000,106,1.0
2318,1,0,1,2013,2200,220000,105,1.0
2319,1,0,1,1692,1050,275000,90,1.0
2320,1,0,1,1692,1050,310000,91,1.0
2321,1,0,1,1970,1674,309000,65,1.0
2322,1,0,1,1982,1188,390000,60,1.0
2323,1,0,1,1300,1142,325000,90,1.0
2324,1,0,1,1360,1760,200000,70,1.0
2325,1,0,1,1702,1925,345000,80,1.0
2326,2,0,2,2000,1728,479000,105,1.0
2327,2,0,2,2375,3396,130000,105,1.0
2328,2,0,2,1584,2750,718980,10,1.0
2329,2,0,2,2856,1830,460000,90,1.0
2330,2,0,2,1807,2920,490000,60,1.0
2331,2,0,2,1848,2920,410000,60,1.0
2332,2,0,2,3114,2275,400000,114,1.0
2333,2,0,2,1892,2808,390000,11,1.0
2334,2,0,2,1858,2808,370110,12,1.0
2335,2,0,2,1858,2808,329249,11,1.0
2336,2,0,2,1893,2808,485000,12,1.0
2337,2,0,2,1893,2808,321945,11,1.0
2338,2,0,2,2375,2460,551000,100,1.0
2339,2,0,2,2800,2680,385000,46,1.0
2340,2,0,2,2800,2680,240000,45,1.0
2341,2,0,2,1883,1672,212500,114,1.0
2342,2,0,2,2106,1444,10000,114,1.0
2343,2,0,2,2614,2760,180000,116,1.0
2344,2,0,2,3770,2424,296000,95,1.0
2345,2,0,2,3770,2424,470614,95,1.0
2346,2,0,2,3885,1332,210000,95,1.0
2347,2,0,2,2856,1672,315000,100,1.0
2348,2,0,2,1828,2460,515000,114,1.0
2349,2,1,3,1900,3120,660000,116,1.0
2350,2,0,2,2650,3120,510000,56,1.0
2351,2,0,2,2288,3032,540000,55,1.0
2352,2,0,2,2329,1134,350000,116,1.0
2353,2,0,2,2330,1970,394417,85,1.0
2354,2,0,2,2299,1140,370000,80,1.0
2355,2,0,2,2290,1440,379000,80,1.0
2356,2,0,2,1574,3552,460000,116,1.0
2357,2,0,2,2856,1746,451000,100,1.0
2358,2,0,2,2854,2160,445000,96,1.0
2359,2,0,2,2790,1044,477000,85,1.0
2360,2,0,2,2240,2695,450000,55,1.0
2361,2,0,2,2550,2440,380250,90,1.0
2362,2,0,2,3415,2900,434300,96,1.0
2363,2,0,2,1767,2241,422676,95,1.0
2364,2,0,2,2565,2040,442000,12,1.0
2365,2,0,2,2856,1932,400000,105,1.0
2366,2,0,2,2725,2140,475000,55,1.0
2367,2,0,2,2188,2125,460000,71,1.0
2368,2,0,2,2188,1176,288039,80,1.0
2369,2,0,2,1988,1360,295000,80,1.0
2370,2,0,2,1988,1280,352000,80,1.0
2371,2,0,2,1800,1920,300000,55,1.0
2372,2,0,2,2500,1620,226000,70,1.0
2373,2,0,2,2375,1760,495000,116,1.0
2374,2,1,2,4471,3300,560600,95,1.0
2375,2,0,2,1990,2136,577000,10,1.0
2376,2,0,2,1990,2136,415740,10,1.0
2377,2,0,2,2971,1612,525000,90,1.0
2378,2,0,2,2288,2020,511500,105,1.0
2379,2,0,2,1300,3000,400000,9,1.0
2380,2,0,2,2660,1596,410000,91,1.0
2381,2,0,2,2319,2228,326500,115,1.0
2382,2,0,2,2856,1980,300000,100,1.0
2383,2,0,2,1794,1824,714694,11,1.0
2384,2,0,2,5718,1974,500000,114,1.0
2385,2,0,2,3425,1920,475000,55,1.0
2386,2,0,2,2110,1984,347743,105,1.0
2387,2,0,2,2060,2110,425000,55,1.0
2388,2,0,2,5721,1947,523000,90,1.0
2389,2,0,2,2517,3298,555000,45,1.0
2390,2,0,2,2860,1410,470000,95,1.0
2391,2,0,2,4570,1886,365000,95,1.0
2392,2,0,2,3433,1760,499000,105,1.0
